,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Dealer_Region
19510,2023-10-13,Male,881500.0,Pars Auto Sales,Audi,A6,Overhead Camshaft,Manual,Pale White,13501,38701-8047,SUV,Greenville
19511,2023-10-13,Female,1110000.0,Rabun Used Car Sales,Honda,Civic,Overhead Camshaft,Manual,Black,43000,85257-3102,Hatchback,Greenville
19512,2023-10-13,Male,667000.0,Progressive Shippers Cooperative Association No,BMW,528i,Overhead Camshaft,Manual,Red,25000,53546-9427,SUV,Pasco
19513,2023-10-13,Male,485000.0,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12000,85257-3102,Sedan,Janesville
19514,2023-10-13,Male,647000.0,Race Car Help,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,78758-7841,Sedan,Scottsdale
19515,2023-10-13,Male,13500.0,Ryder Truck Rental and Leasing,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,06457-3834,Passenger,Austin
19516,2023-10-13,Male,1020000.0,Saab-Belle Dodge,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,60504-7114,Hatchback,Middletown
19517,2023-10-13,Male,13500.0,Scrivener Performance Engineering,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,38701-8047,Passenger,Aurora
19518,2023-10-13,Male,975000.0,Star Enterprises Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Passenger,Greenville
19519,2023-10-13,Male,1065800.0,Suburban Ford,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17580,53546-9427,Passenger,Pasco
19520,2023-10-13,Male,935000.0,Tri-State Mack Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,85257-3102,Sedan,Janesville
19521,2023-10-13,Male,1015000.0,U-Haul CO,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31500,78758-7841,SUV,Scottsdale
19522,2023-10-13,Female,1412000.0,McKinney Dodge Chrysler Jeep,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,22201,85257-3102,Hardtop,Austin
19523,2023-10-13,Male,920000.0,C & M Motors Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,60504-7114,SUV,Middletown
19524,2023-10-13,Male,1035000.0,Capitol KIA,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27500,38701-8047,Hatchback,Aurora
19525,2023-10-13,Male,806000.0,Chrysler of Tri-Cities,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,99301-3882,Hatchback,Greenville
19526,2023-10-13,Male,458000.0,Chrysler Plymouth,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,53546-9427,Passenger,Pasco
19527,2023-10-13,Male,935000.0,Progressive Shippers Cooperative Association No,Cadillac,Seville,Overhead Camshaft,Manual,Black,44001,53546-9427,Hardtop,Greenville
19528,2023-10-13,Male,439500.0,Clay Johnson Auto Sales,Volvo,S40,Overhead Camshaft,Manual,Black,36500,78758-7841,Sedan,Scottsdale
19529,2023-10-13,Female,13500.0,Diehl Motor CO Inc,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,06457-3834,Sedan,Austin
19530,2023-10-14,Female,958000.0,Tri-State Mack Inc,Ford,Taurus,Overhead Camshaft,Manual,Red,22001,85257-3102,SUV,Scottsdale
19531,2023-10-14,Female,740000.0,U-Haul CO,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34001,78758-7841,Passenger,Austin
19532,2023-10-14,Male,831000.0,Capitol KIA,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000,38701-8047,Hardtop,Greenville
19533,2023-10-14,Female,990000.0,Rabun Used Car Sales,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33001,85257-3102,Hatchback,Scottsdale
19534,2023-10-14,Female,13500.0,Race Car Help,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42001,78758-7841,Passenger,Austin
19535,2023-10-14,Male,397000.0,Rabun Used Car Sales,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45000,85257-3102,Hardtop,Austin
19536,2023-10-14,Female,13500.0,Saab-Belle Dodge,Audi,A6,Overhead Camshaft,Manual,Pale White,13001,60504-7114,SUV,Aurora
19537,2023-10-14,Female,750000.0,Scrivener Performance Engineering,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85001,38701-8047,Passenger,Greenville
19538,2023-10-14,Female,13500.0,Star Enterprises Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43001,99301-3882,Sedan,Pasco
19539,2023-10-14,Female,1050000.0,Suburban Ford,Buick,Regal,Overhead Camshaft,Manual,Red,43001,53546-9427,Passenger,Janesville
19540,2023-10-14,Male,1035000.0,Star Enterprises Inc,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27500,99301-3882,Hardtop,Middletown
19541,2023-10-14,Female,13500.0,Rabun Used Car Sales,Plymouth,Breeze,Overhead Camshaft,Manual,Pale White,16000,85257-3102,Hardtop,Austin
19542,2023-10-14,Female,1425000.0,Race Car Help,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45500,78758-7841,Hardtop,Austin
19543,2023-10-14,Male,652500.0,Saab-Belle Dodge,Audi,A8,Overhead Camshaft,Manual,Black,44501,60504-7114,Passenger,Aurora
19544,2023-10-14,Male,1300000.0,Scrivener Performance Engineering,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20000,38701-8047,Hatchback,Greenville
19545,2023-10-14,Male,925000.0,Star Enterprises Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,99301-3882,SUV,Pasco
19546,2023-10-14,Male,730000.0,Suburban Ford,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,12000,53546-9427,Hatchback,Janesville
19547,2023-10-14,Male,520000.0,Tri-State Mack Inc,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,85257-3102,Passenger,Scottsdale
19548,2023-10-14,Male,1300000.0,U-Haul CO,Volvo,C70,Overhead Camshaft,Manual,Black,36001,78758-7841,Hatchback,Austin
19549,2023-10-14,Male,13500.0,Progressive Shippers Cooperative Association No,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,53546-9427,Hatchback,Janesville
19550,2023-10-14,Male,1312000.0,Star Enterprises Inc,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Red,12200,99301-3882,Hatchback,Pasco
19551,2023-10-14,Male,960000.0,Suburban Ford,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,53546-9427,Sedan,Janesville
19552,2023-10-14,Male,935000.0,Tri-State Mack Inc,Volvo,S40,Overhead Camshaft,Manual,Red,22000,85257-3102,Sedan,Scottsdale
19553,2023-10-14,Male,810000.0,U-Haul CO,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,78758-7841,Sedan,Austin
19554,2023-10-14,Male,1200000.0,Progressive Shippers Cooperative Association No,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,53546-9427,Passenger,Janesville
19555,2023-10-14,Female,872000.0,Classic Chevy,Honda,Passport,DoubleÂ Overhead Camshaft,Auto,Black,26000,85257-3102,Hardtop,Austin
19556,2023-10-14,Male,944000.0,Race Car Help,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,78758-7841,SUV,Austin
19557,2023-10-14,Male,510000.0,Ryder Truck Rental and Leasing,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,06457-3834,Passenger,Middletown
19558,2023-10-14,Male,325000.0,Saab-Belle Dodge,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,60504-7114,Passenger,Aurora
19559,2023-10-14,Male,800000.0,Scrivener Performance Engineering,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21000,38701-8047,Hatchback,Greenville
19560,2023-10-14,Female,1380000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85001,99301-3882,Passenger,Pasco
19561,2023-10-14,Female,1346000.0,Progressive Shippers Cooperative Association No,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43601,53546-9427,Sedan,Janesville
19562,2023-10-14,Female,980000.0,Rabun Used Car Sales,Buick,Regal,Overhead Camshaft,Manual,Red,43001,85257-3102,Passenger,Scottsdale
19563,2023-10-14,Male,900000.0,Race Car Help,Audi,A6,Overhead Camshaft,Manual,Black,25001,78758-7841,SUV,Austin
19564,2023-10-14,Male,420000.0,Race Car Help,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,78758-7841,Hardtop,Austin
19565,2023-10-14,Male,580000.0,Saab-Belle Dodge,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24001,60504-7114,SUV,Aurora
19566,2023-10-14,Male,1253000.0,Scrivener Performance Engineering,Volvo,S70,Overhead Camshaft,Manual,Red,21300,38701-8047,Hardtop,Greenville
19567,2023-10-14,Female,665000.0,Star Enterprises Inc,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19001,99301-3882,Passenger,Pasco
19568,2023-10-14,Female,13500.0,Suburban Ford,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,37001,53546-9427,SUV,Janesville
19569,2023-10-14,Male,937500.0,Tri-State Mack Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17501,85257-3102,Passenger,Scottsdale
19570,2023-10-14,Male,550000.0,Enterprise Rent A Car,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,60504-7114,Hatchback,Middletown
19571,2023-10-14,Female,13500.0,Gartner Buick Hyundai Saab,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,38701-8047,Sedan,Aurora
19572,2023-10-14,Female,240000.0,Hatfield Volkswagen,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39000,99301-3882,SUV,Greenville
19573,2023-10-14,Female,13500.0,Rabun Used Car Sales,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,57001,85257-3102,Hardtop,Pasco
19574,2023-10-14,Female,569500.0,McKinney Dodge Chrysler Jeep,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,85257-3102,SUV,Janesville
19575,2023-10-14,Male,1654000.0,Motor Vehicle Branch Office,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22400,78758-7841,Hatchback,Scottsdale
19576,2023-10-14,Male,13500.0,Race Car Help,Ford,Focus,Overhead Camshaft,Manual,Black,49001,78758-7841,Hardtop,Janesville
19577,2023-10-14,Male,13500.0,New Castle Ford Lincoln Mercury,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Red,15000,60504-7114,Hatchback,Middletown
19578,2023-10-14,Male,1560000.0,Pars Auto Sales,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31000,38701-8047,Hatchback,Aurora
19579,2023-10-14,Male,1760000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,99301-3882,Hatchback,Greenville
19580,2023-10-15,Female,1445000.0,Tri-State Mack Inc,Audi,A6,Overhead Camshaft,Manual,Black,25501,85257-3102,SUV,Scottsdale
19581,2023-10-15,Male,920000.0,Tri-State Mack Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,85257-3102,Hardtop,Austin
19582,2023-10-15,Female,890000.0,Buddy Storbeck's Diesel Service Inc,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24001,06457-3834,SUV,Middletown
19583,2023-10-15,Male,485000.0,Saab-Belle Dodge,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45001,60504-7114,Hardtop,Aurora
19584,2023-10-15,Female,870000.0,Capitol KIA,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19001,38701-8047,Passenger,Greenville
19585,2023-10-15,Female,13500.0,Chrysler of Tri-Cities,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,37001,99301-3882,SUV,Pasco
19586,2023-10-15,Female,830000.0,Chrysler Plymouth,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17001,53546-9427,Passenger,Janesville
19587,2023-10-15,Female,13500.0,Classic Chevy,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29001,85257-3102,Hatchback,Scottsdale
19588,2023-10-15,Female,1240000.0,Clay Johnson Auto Sales,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,78758-7841,Sedan,Austin
19589,2023-10-15,Female,1170000.0,Diehl Motor CO Inc,Toyota,Sienna,Overhead Camshaft,Manual,Black,27001,06457-3834,Passenger,Middletown
19590,2023-10-15,Female,13500.0,Enterprise Rent A Car,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19001,60504-7114,Hatchback,Aurora
19591,2023-10-15,Female,621000.0,Gartner Buick Hyundai Saab,Porsche,Boxter,Overhead Camshaft,Manual,Red,24001,38701-8047,SUV,Greenville
19592,2023-10-15,Female,13500.0,Hatfield Volkswagen,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,99301-3882,Passenger,Pasco
19593,2023-10-15,Male,810000.0,Rabun Used Car Sales,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,85257-3102,Hatchback,Scottsdale
19594,2023-10-15,Female,638500.0,Race Car Help,Subaru,Outback,Overhead Camshaft,Manual,Red,49500,78758-7841,SUV,Austin
19595,2023-10-15,Male,13500.0,Ryder Truck Rental and Leasing,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Sedan,Middletown
19596,2023-10-15,Male,970000.0,Saab-Belle Dodge,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16000,60504-7114,Sedan,Aurora
19597,2023-10-15,Female,13500.0,Scrivener Performance Engineering,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,38701-8047,Sedan,Greenville
19598,2023-10-15,Male,1110000.0,Star Enterprises Inc,Acura,TL,Overhead Camshaft,Manual,Black,21000,99301-3882,Hatchback,Pasco
19599,2023-10-15,Male,1115000.0,Suburban Ford,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42500,53546-9427,Passenger,Janesville
19600,2023-10-15,Male,375000.0,Scrivener Performance Engineering,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Red,15000,38701-8047,Hardtop,Middletown
19601,2023-10-15,Male,670000.0,U-Haul CO,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Red,15000,78758-7841,Passenger,Austin
19602,2023-10-15,Male,13500.0,Buddy Storbeck's Diesel Service Inc,Acura,RL,Overhead Camshaft,Manual,Red,31000,06457-3834,SUV,Middletown
19603,2023-10-15,Male,475000.0,Classic Chevy,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,85257-3102,Hardtop,Pasco
19604,2023-10-15,Male,687000.0,Capitol KIA,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9000,38701-8047,SUV,Greenville
19605,2023-10-15,Male,333000.0,Chrysler of Tri-Cities,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,15000,99301-3882,Hatchback,Pasco
19606,2023-10-15,Female,1560000.0,Enterprise Rent A Car,Mercury,Mountaineer,Overhead Camshaft,Manual,Red,21000,60504-7114,Hardtop,Aurora
19607,2023-10-15,Male,500000.0,Suburban Ford,Chrysler,LHS,Overhead Camshaft,Manual,Black,51000,53546-9427,Hatchback,Janesville
19608,2023-10-15,Male,1405000.0,Tri-State Mack Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29500,85257-3102,Passenger,Scottsdale
19609,2023-10-15,Male,1343000.0,U-Haul CO,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Red,17300,78758-7841,Hatchback,Austin
19610,2023-10-15,Male,680000.0,Buddy Storbeck's Diesel Service Inc,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Red,22000,06457-3834,SUV,Middletown
19611,2023-10-15,Male,810000.0,Gartner Buick Hyundai Saab,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,38701-8047,Hardtop,Greenville
19612,2023-10-15,Male,420000.0,Capitol KIA,Saturn,LW,Overhead Camshaft,Manual,Red,49000,38701-8047,Hatchback,Greenville
19613,2023-10-15,Male,1300000.0,Chrysler of Tri-Cities,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Passenger,Pasco
19614,2023-10-15,Male,995000.0,Chrysler Plymouth,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,53546-9427,Passenger,Janesville
19615,2023-10-15,Male,1750000.0,Classic Chevy,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16000,85257-3102,Sedan,Scottsdale
19616,2023-10-15,Male,13500.0,Clay Johnson Auto Sales,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,78758-7841,Hatchback,Austin
19617,2023-10-15,Male,1822000.0,Diehl Motor CO Inc,BMW,528i,Overhead Camshaft,Manual,Black,21200,06457-3834,SUV,Middletown
19618,2023-10-15,Male,280000.0,Enterprise Rent A Car,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69000,60504-7114,Sedan,Aurora
19619,2023-10-15,Male,1080000.0,U-Haul CO,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29001,78758-7841,Hatchback,Austin
19620,2023-10-15,Male,1000000.0,Progressive Shippers Cooperative Association No,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,53546-9427,Sedan,Janesville
19621,2023-10-15,Female,800000.0,Rabun Used Car Sales,Toyota,Sienna,Overhead Camshaft,Manual,Black,27001,85257-3102,Passenger,Scottsdale
19622,2023-10-15,Female,615000.0,Race Car Help,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,78758-7841,Hatchback,Austin
19623,2023-10-15,Male,13500.0,Ryder Truck Rental and Leasing,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24000,06457-3834,SUV,Middletown
19624,2023-10-15,Male,1235000.0,Saab-Belle Dodge,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46501,60504-7114,Passenger,Aurora
19625,2023-10-15,Male,801347.0,Scrivener Performance Engineering,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39340,38701-8047,Sedan,Greenville
19626,2023-10-15,Female,765000.0,Star Enterprises Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,99301-3882,Hatchback,Pasco
19627,2023-10-15,Female,710000.0,Suburban Ford,Volvo,C70,Overhead Camshaft,Manual,Black,36000,53546-9427,Hatchback,Janesville
19628,2023-10-15,Male,921000.0,Tri-State Mack Inc,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,85257-3102,SUV,Scottsdale
19629,2023-10-15,Male,665000.0,Diehl Motor CO Inc,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000,06457-3834,Hardtop,Middletown
19630,2023-10-15,Male,752500.0,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45500,06457-3834,SUV,Middletown
19631,2023-10-15,Female,13500.0,C & M Motors Inc,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,60504-7114,Sedan,Aurora
19632,2023-10-15,Female,1235000.0,Progressive Shippers Cooperative Association No,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29500,53546-9427,Passenger,Pasco
19633,2023-10-15,Male,13500.0,Rabun Used Car Sales,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,85257-3102,Hatchback,Janesville
19634,2023-10-15,Male,13500.0,Tri-State Mack Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16001,85257-3102,Hardtop,Pasco
19635,2023-10-15,Female,13500.0,Ryder Truck Rental and Leasing,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,06457-3834,SUV,Austin
19636,2023-10-15,Male,1120000.0,Progressive Shippers Cooperative Association No,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25001,53546-9427,Hardtop,Austin
19637,2023-10-15,Female,782000.0,Scrivener Performance Engineering,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,38701-8047,Passenger,Scottsdale
19638,2023-10-15,Female,669000.0,Star Enterprises Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,99301-3882,SUV,Austin
19639,2023-10-15,Male,457000.0,Suburban Ford,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,53546-9427,Passenger,Middletown
19640,2023-10-15,Male,1693000.0,Star Enterprises Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,25301,99301-3882,Hardtop,Janesville
19641,2023-10-15,Female,13500.0,Tri-State Mack Inc,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,22001,85257-3102,Hardtop,Austin
19642,2023-10-15,Male,945000.0,Progressive Shippers Cooperative Association No,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,71000,53546-9427,Hatchback,Pasco
19643,2023-10-15,Male,910000.0,Rabun Used Car Sales,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,85257-3102,Hatchback,Janesville
19644,2023-10-15,Male,2025000.0,Race Car Help,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25500,78758-7841,SUV,Scottsdale
19645,2023-10-16,Female,13500.0,Iceberg Rentals,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,53546-9427,Sedan,Janesville
19646,2023-10-16,Male,455000.0,Chrysler Plymouth,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,53546-9427,Passenger,Janesville
19647,2023-10-16,Male,13500.0,Gartner Buick Hyundai Saab,Ford,Crown Victoria,Overhead Camshaft,Manual,Black,26000,38701-8047,Passenger,Greenville
19648,2023-10-16,Male,13500.0,Enterprise Rent A Car,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,60504-7114,Hardtop,Aurora
19649,2023-10-16,Male,1561000.0,Ryder Truck Rental and Leasing,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22100,06457-3834,SUV,Austin
19650,2023-10-17,Female,870000.0,McKinney Dodge Chrysler Jeep,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,24001,85257-3102,Hatchback,Scottsdale
19651,2023-10-17,Female,1100000.0,Motor Vehicle Branch Office,Volvo,C70,Overhead Camshaft,Manual,Black,36001,78758-7841,Hatchback,Austin
19652,2023-10-17,Female,460000.0,Nebo Chevrolet,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10001,06457-3834,SUV,Middletown
19653,2023-10-17,Male,435000.0,Capitol KIA,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,29001,38701-8047,Hardtop,Greenville
19654,2023-10-17,Female,672500.0,Pars Auto Sales,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45501,38701-8047,SUV,Greenville
19655,2023-10-17,Female,13500.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,99301-3882,Sedan,Pasco
19656,2023-10-17,Female,13500.0,Classic Chevy,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26000,85257-3102,Sedan,Scottsdale
19657,2023-10-17,Male,378000.0,Clay Johnson Auto Sales,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,78758-7841,Sedan,Austin
19658,2023-10-17,Male,13500.0,Diehl Motor CO Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,06457-3834,Passenger,Middletown
19659,2023-10-17,Male,585000.0,Enterprise Rent A Car,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12000,60504-7114,Hatchback,Aurora
19660,2023-10-17,Female,585000.0,Gartner Buick Hyundai Saab,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,38701-8047,Passenger,Greenville
19661,2023-10-17,Male,820000.0,Diehl Motor CO Inc,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,06457-3834,Hardtop,Austin
19662,2023-10-17,Male,1100000.0,Hatfield Volkswagen,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,28000,99301-3882,Hatchback,Pasco
19663,2023-10-17,Female,13500.0,Rabun Used Car Sales,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53001,85257-3102,Hardtop,Austin
19664,2023-10-17,Male,1610000.0,McKinney Dodge Chrysler Jeep,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,85257-3102,Passenger,Scottsdale
19665,2023-10-17,Male,970000.0,Motor Vehicle Branch Office,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21000,78758-7841,Sedan,Austin
19666,2023-10-17,Male,970000.0,Nebo Chevrolet,BMW,328i,Overhead Camshaft,Manual,Pale White,21000,06457-3834,Sedan,Middletown
19667,2023-10-17,Male,787500.0,Race Car Help,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,15501,78758-7841,Hardtop,Austin
19668,2023-10-17,Female,1225000.0,Chrysler of Tri-Cities,Subaru,Outback,Overhead Camshaft,Manual,Pale White,49501,99301-3882,SUV,Pasco
19669,2023-10-17,Male,610000.0,Iceberg Rentals,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,53546-9427,Hardtop,Janesville
19670,2023-10-17,Male,13500.0,Classic Chevy,Volvo,S80,Overhead Camshaft,Manual,Pale White,25001,85257-3102,Sedan,Scottsdale
19671,2023-10-17,Female,1141000.0,Clay Johnson Auto Sales,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45100,78758-7841,SUV,Austin
19672,2023-10-17,Male,800000.0,Diehl Motor CO Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,06457-3834,SUV,Middletown
19673,2023-10-17,Female,1125000.0,Enterprise Rent A Car,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,17500,60504-7114,Hatchback,Aurora
19674,2023-10-17,Female,13500.0,Hatfield Volkswagen,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,99301-3882,Hatchback,Middletown
19675,2023-10-17,Male,13500.0,Iceberg Rentals,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,12000,53546-9427,Hatchback,Aurora
19676,2023-10-17,Male,13500.0,McKinney Dodge Chrysler Jeep,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Passenger,Greenville
19677,2023-10-17,Male,970000.0,Motor Vehicle Branch Office,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,78758-7841,Sedan,Pasco
19678,2023-10-17,Male,977000.0,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,57001,06457-3834,Hardtop,Aurora
19679,2023-10-17,Male,13500.0,New Castle Ford Lincoln Mercury,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Black,61000,60504-7114,Hatchback,Scottsdale
19680,2023-10-18,Male,1286000.0,C & M Motors Inc,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51601,60504-7114,Hardtop,Aurora
